Age,Gender,ItemPurchased,Category,PurchaseAmount(USD),Location,Color,Season
37,Male,Scarf,Accessories,35,Maine,Orange,Winter
50,Male,Shoes,Footwear,73,Nebraska,Gold,Fall
29,Male,Shoes,Footwear,84,Ohio,Purple,Fall
25,Male,Scarf,Accessories,23,Montana,Pink,Spring
66,Male,Sunglasses,Accessories,67,New Mexico,Green,Summer
21,Male,Socks,Clothing,51,North Carolina,Charcoal,Spring
46,Male,Blouse,Clothing,36,South Carolina,Maroon,Winter
57,Male,Jeans,Clothing,55,Illinois,Olive,Summer
61,Male,Shorts,Clothing,30,Alabama,Peach,Spring
53,Male,T-shirt,Clothing,70,Oklahoma,Yellow,Summer
37,Male,Blouse,Clothing,63,Minnesota,Lavender,Winter
39,Male,Belt,Accessories,87,Illinois,Green,Summer
53,Male,Blouse,Clothing,70,Arkansas,Orange,Spring
35,Male,T-shirt,Clothing,51,Minnesota,Olive,Spring
69,Male,Jewelry,Accessories,25,South Carolina,Gray,Spring
66,Male,Jacket,Outerwear,32,New York,Lavender,Winter
19,Male,Shoes,Footwear,52,Alabama,Red,Spring
47,Male,Gloves,Accessories,33,New York,Charcoal,Summer
49,Male,Jeans,Clothing,68,Missouri,Orange,Spring
31,Male,Jewelry,Accessories,20,Georgia,Red,Fall
39,Male,Pants,Clothing,32,Oklahoma,Maroon,Winter
58,Male,Jewelry,Accessories,82,Connecticut,Silver,Summer
45,Male,Sneakers,Footwear,64,Michigan,Pink,Winter
68,Male,Boots,Footwear,24,Rhode Island,Blue,Fall
35,Male,Hat,Accessories,96,Mississippi,Teal,Summer
65,Male,T-shirt,Clothing,94,Massachusetts,Black,Spring
45,Male,Backpack,Accessories,48,New Hampshire,Gray,Winter
19,Male,Sunglasses,Accessories,60,Wyoming,Purple,Spring
65,Male,Sweater,Clothing,56,New Jersey,Gold,Spring
28,Male,Handbag,Accessories,33,Texas,Silver,Fall
55,Male,Backpack,Accessories,46,Minnesota,Blue,Spring
66,Male,Socks,Clothing,37,South Dakota,Yellow,Spring
29,Male,Shirt,Clothing,98,Washington,Brown,Winter
56,Male,Shorts,Clothing,50,California,Beige,Spring
21,Male,Belt,Accessories,63,Wisconsin,Blue,Fall
32,Male,Sweater,Clothing,70,Michigan,Magenta,Summer
54,Male,Coat,Outerwear,63,South Carolina,Silver,Fall
61,Male,Shorts,Clothing,86,Indiana,Cyan,Fall
31,Male,Shoes,Footwear,99,Arkansas,Green,Summer
27,Male,Sneakers,Footwear,40,Oregon,Blue,Spring
64,Male,Sneakers,Footwear,92,Illinois,Olive,Fall
60,Male,Pants,Clothing,21,Maryland,Beige,Fall
70,Male,Jewelry,Accessories,81,Vermont,Black,Summer
36,Male,T-shirt,Clothing,82,Texas,Indigo,Fall
56,Male,Jewelry,Accessories,88,Nebraska,Red,Spring
69,Male,Jacket,Outerwear,100,South Carolina,Yellow,Fall
39,Male,Backpack,Accessories,66,Massachusetts,Beige,Winter
38,Male,Belt,Accessories,25,Texas,Green,Winter
36,Male,Scarf,Accessories,53,Florida,White,Summer
46,Male,Sweater,Clothing,28,South Carolina,Turquoise,Fall
59,Male,Gloves,Accessories,23,Florida,Indigo,Fall
64,Male,Scarf,Accessories,34,Nebraska,Orange,Fall
49,Male,Dress,Clothing,42,Hawaii,Blue,Spring
32,Male,Jeans,Clothing,24,Montana,Violet,Summer
29,Male,Sunglasses,Accessories,47,South Dakota,Gray,Fall
24,Male,Coat,Outerwear,78,Alabama,Cyan,Spring
41,Male,Jeans,Clothing,89,Arkansas,Yellow,Summer
41,Male,Scarf,Accessories,59,Mississippi,Orange,Fall
32,Male,Blouse,Clothing,94,Vermont,Brown,Summer
69,Male,Jeans,Clothing,49,New York,Teal,Fall
65,Male,Dress,Clothing,89,North Dakota,Beige,Summer
54,Male,Hat,Accessories,91,Wisconsin,Blue,Summer
39,Male,Sandals,Footwear,89,California,Orange,Spring
37,Male,Jacket,Outerwear,57,Maryland,Gold,Spring
51,Male,Socks,Clothing,71,Massachusetts,Teal,Winter
26,Male,Jeans,Clothing,97,Washington,Beige,Fall
42,Male,Sandals,Footwear,45,Minnesota,Silver,Fall
21,Male,Dress,Clothing,91,Washington,Maroon,Spring
53,Male,Socks,Clothing,25,South Carolina,Indigo,Spring
36,Male,Hoodie,Clothing,63,New Mexico,Gray,Fall
21,Male,Dress,Clothing,52,North Carolina,Blue,Summer
33,Male,Sneakers,Footwear,43,Iowa,Cyan,Winter
49,Male,T-shirt,Clothing,28,Louisiana,White,Summer
31,Male,T-shirt,Clothing,78,Oklahoma,Green,Summer
68,Male,Sweater,Clothing,31,Michigan,Silver,Spring
49,Male,Shirt,Clothing,23,Oregon,Blue,Winter
23,Male,Hat,Accessories,25,Idaho,Brown,Spring
30,Male,Pants,Clothing,86,Indiana,Red,Summer
53,Male,Shoes,Footwear,88,New Mexico,Gold,Spring
65,Male,Gloves,Accessories,35,South Carolina,Silver,Spring
60,Male,Jewelry,Accessories,34,Vermont,Gray,Fall
46,Male,Pants,Clothing,75,Delaware,Black,Winter
54,Male,Hoodie,Clothing,46,North Dakota,Beige,Winter
59,Male,Jewelry,Accessories,31,California,Peach,Fall
52,Male,Socks,Clothing,93,Montana,Cyan,Spring
41,Male,Sunglasses,Accessories,85,Missouri,Pink,Spring
43,Male,Belt,Accessories,68,Tennessee,Lavender,Fall
63,Male,Dress,Clothing,40,Virginia,Brown,Spring
37,Male,Shirt,Clothing,51,Vermont,Magenta,Winter
44,Male,Scarf,Accessories,85,Rhode Island,Violet,Winter
67,Male,Jacket,Outerwear,23,Kansas,Teal,Summer
27,Male,Dress,Clothing,28,Colorado,Brown,Summer
60,Male,Socks,Clothing,44,Georgia,Olive,Fall
58,Male,Jewelry,Accessories,57,Nebraska,Indigo,Spring
53,Male,Scarf,Accessories,98,Missouri,Red,Fall
43,Male,Backpack,Accessories,68,Alaska,Olive,Winter
32,Male,Jacket,Outerwear,36,Virginia,Teal,Fall
54,Male,Coat,Outerwear,71,Nebraska,Cyan,Spring
47,Male,Skirt,Clothing,60,Rhode Island,Teal,Fall
57,Male,Coat,Outerwear,87,New Hampshire,Beige,Fall
63,Male,Shoes,Footwear,38,Alabama,Magenta,Winter
70,Male,Boots,Footwear,45,North Carolina,Indigo,Spring
62,Male,Coat,Outerwear,47,New Mexico,Cyan,Fall
40,Male,Skirt,Clothing,57,Minnesota,Orange,Fall
25,Male,Backpack,Accessories,68,Arizona,Violet,Summer
19,Male,Shorts,Clothing,52,Montana,Red,Fall
25,Male,Skirt,Clothing,87,Vermont,Magenta,Fall
21,Male,Hat,Accessories,34,Maine,Olive,Summer
55,Male,Sandals,Footwear,41,Virginia,Maroon,Winter
34,Male,Sunglasses,Accessories,94,California,Yellow,Winter
47,Male,Sunglasses,Accessories,93,New York,Red,Summer
27,Male,Socks,Clothing,51,Indiana,Purple,Winter
67,Male,Sweater,Clothing,42,Mississippi,Teal,Fall
40,Male,Boots,Footwear,95,New York,Red,Winter
53,Male,Handbag,Accessories,90,New Mexico,Brown,Fall
24,Male,Dress,Clothing,98,Kentucky,Peach,Winter
47,Male,Hat,Accessories,39,North Dakota,Maroon,Winter
53,Male,Sandals,Footwear,66,Arkansas,Red,Fall
47,Male,Shoes,Footwear,23,Maryland,Orange,Winter
38,Male,Skirt,Clothing,73,Connecticut,White,Winter
48,Male,Sunglasses,Accessories,23,Utah,White,Summer
47,Male,Skirt,Clothing,43,Missouri,Charcoal,Fall
19,Male,T-shirt,Clothing,45,Nebraska,Turquoise,Winter
38,Male,Sandals,Footwear,21,Hawaii,Orange,Winter
57,Male,Shirt,Clothing,40,Illinois,Orange,Spring
70,Male,Jeans,Clothing,58,Vermont,Brown,Fall
38,Male,Shorts,Clothing,48,New Jersey,Magenta,Summer
35,Male,Shirt,Clothing,94,Kentucky,Violet,Fall
46,Male,Scarf,Accessories,74,Wyoming,Violet,Spring
32,Male,Handbag,Accessories,51,Hawaii,Yellow,Fall
38,Male,Skirt,Clothing,83,Missouri,Maroon,Winter
41,Male,Handbag,Accessories,68,Mississippi,Turquoise,Winter
19,Male,Gloves,Accessories,84,Massachusetts,Olive,Spring
18,Male,Shirt,Clothing,58,Louisiana,Peach,Fall
45,Male,Blouse,Clothing,92,West Virginia,Charcoal,Winter
23,Male,Dress,Clothing,69,Washington,Peach,Summer
60,Male,Shorts,Clothing,48,Oregon,Black,Summer
52,Male,Shoes,Footwear,60,New York,Gray,Spring
42,Male,Sandals,Footwear,20,Iowa,Olive,Winter
29,Male,Pants,Clothing,55,Idaho,Turquoise,Summer
31,Male,Jacket,Outerwear,88,New Jersey,Purple,Spring
30,Male,Skirt,Clothing,48,Ohio,Green,Winter
23,Male,Handbag,Accessories,74,Connecticut,Beige,Spring
31,Male,Coat,Outerwear,42,Florida,Brown,Fall
40,Male,Sweater,Clothing,32,South Carolina,Turquoise,Fall
39,Male,Shorts,Clothing,98,Missouri,Yellow,Summer
28,Male,Skirt,Clothing,89,Rhode Island,Lavender,Fall
23,Male,Gloves,Accessories,97,Delaware,Cyan,Summer
42,Male,Backpack,Accessories,49,Colorado,Olive,Spring
68,Male,Dress,Clothing,50,Nebraska,Silver,Spring
24,Male,Belt,Accessories,91,Vermont,Red,Winter
24,Male,Gloves,Accessories,93,Montana,Green,Winter
21,Male,Jewelry,Accessories,98,Florida,Gold,Summer
49,Male,Socks,Clothing,82,Delaware,Lavender,Fall
41,Male,Coat,Outerwear,37,Connecticut,Yellow,Summer
22,Male,Handbag,Accessories,63,Hawaii,Black,Fall
42,Male,Blouse,Clothing,99,New Mexico,Maroon,Winter
30,Male,Shorts,Clothing,37,Kansas,Maroon,Spring
38,Male,Shoes,Footwear,34,Nevada,Gold,Spring
40,Male,Shorts,Clothing,32,North Carolina,Violet,Winter
55,Male,Sandals,Footwear,23,New Mexico,Teal,Winter
37,Male,Blouse,Clothing,78,Idaho,Violet,Spring
41,Male,Coat,Outerwear,54,California,Brown,Winter
38,Male,Blouse,Clothing,94,Wisconsin,Brown,Fall
42,Male,Belt,Accessories,75,Alaska,Maroon,Spring
26,Male,Blouse,Clothing,69,Pennsylvania,Maroon,Summer
41,Male,Scarf,Accessories,35,Virginia,Yellow,Winter
27,Male,Shirt,Clothing,78,California,Turquoise,Spring
61,Male,Socks,Clothing,29,Kentucky,Silver,Summer
58,Male,Jeans,Clothing,62,New York,Brown,Fall
25,Male,Dress,Clothing,58,Vermont,Gray,Spring
33,Male,Boots,Footwear,88,Pennsylvania,Indigo,Summer
57,Male,Scarf,Accessories,80,New York,Turquoise,Summer
39,Male,Scarf,Accessories,47,North Carolina,Maroon,Summer
60,Male,Gloves,Accessories,51,Wyoming,Charcoal,Summer
39,Male,Pants,Clothing,25,Ohio,Peach,Spring
42,Male,Dress,Clothing,36,Alabama,Red,Summer
53,Male,Dress,Clothing,79,Rhode Island,Indigo,Winter
20,Male,Jeans,Clothing,41,Oregon,Lavender,Winter
46,Male,Sweater,Clothing,68,North Dakota,Red,Fall
46,Male,Sandals,Footwear,51,Illinois,Green,Spring
69,Male,Handbag,Accessories,38,New Mexico,Gray,Fall
28,Male,Scarf,Accessories,46,Colorado,Violet,Summer
42,Male,Sandals,Footwear,20,Utah,Beige,Summer
30,Male,Sunglasses,Accessories,25,Virginia,Orange,Summer
50,Male,Sweater,Clothing,89,Maine,Purple,Winter
59,Male,Pants,Clothing,77,Nebraska,Brown,Winter
54,Male,Hat,Accessories,94,Hawaii,Maroon,Fall
50,Male,Belt,Accessories,100,Idaho,Gold,Fall
25,Male,Sandals,Footwear,96,West Virginia,Indigo,Winter
41,Male,Pants,Clothing,36,Vermont,Silver,Winter
35,Male,Jewelry,Accessories,27,Indiana,Red,Fall
67,Male,Sunglasses,Accessories,67,Idaho,Magenta,Winter
33,Male,Blouse,Clothing,91,Minnesota,Purple,Fall
19,Male,Belt,Accessories,62,Wyoming,Beige,Fall
25,Male,Shorts,Clothing,88,Kansas,White,Fall
32,Male,Pants,Clothing,66,Georgia,Teal,Summer
30,Male,Sandals,Footwear,65,Kansas,Gray,Fall
18,Male,Gloves,Accessories,25,Nebraska,Charcoal,Winter
38,Male,Belt,Accessories,64,Washington,Olive,Spring
22,Male,Shirt,Clothing,72,Missouri,Blue,Spring
40,Male,Scarf,Accessories,74,Washington,Gray,Summer
54,Male,Gloves,Accessories,50,Kansas,Green,Fall
70,Male,Pants,Clothing,97,Minnesota,Silver,Fall
52,Male,Sneakers,Footwear,36,Colorado,Teal,Spring
34,Male,Jacket,Outerwear,49,Utah,Beige,Fall
65,Male,Shoes,Footwear,64,North Carolina,Lavender,Spring
38,Male,Blouse,Clothing,31,Florida,Gray,Summer
35,Male,Boots,Footwear,66,New Hampshire,Yellow,Winter
40,Male,Socks,Clothing,82,Illinois,Gray,Spring
23,Male,T-shirt,Clothing,88,Louisiana,Yellow,Winter
45,Male,Sandals,Footwear,34,Alabama,Black,Summer
40,Male,Sneakers,Footwear,84,Florida,Beige,Winter
42,Male,Jewelry,Accessories,96,Alabama,Indigo,Summer
57,Male,Sandals,Footwear,71,California,Green,Winter
18,Male,Jacket,Outerwear,77,Maryland,Purple,Summer
18,Male,Skirt,Clothing,66,Nevada,Orange,Spring
56,Male,Shirt,Clothing,21,Massachusetts,Teal,Winter
35,Male,Shorts,Clothing,37,South Carolina,Gold,Summer
49,Male,Socks,Clothing,90,Delaware,Gray,Fall
49,Male,Jacket,Outerwear,96,Hawaii,Cyan,Fall
34,Male,Jewelry,Accessories,37,Florida,Teal,Summer
63,Male,T-shirt,Clothing,66,Rhode Island,Violet,Winter
42,Male,Gloves,Accessories,45,Wyoming,Indigo,Spring
41,Male,Shoes,Footwear,89,Colorado,Pink,Summer
26,Male,Shoes,Footwear,94,Virginia,Gold,Fall
48,Male,Shoes,Footwear,96,Nebraska,Maroon,Summer
62,Male,Hoodie,Clothing,31,Oklahoma,Brown,Spring
24,Male,Belt,Accessories,79,North Dakota,Gold,Winter
48,Male,Coat,Outerwear,39,Michigan,Teal,Spring
31,Male,Blouse,Clothing,22,California,Turquoise,Fall
41,Male,Skirt,Clothing,32,Tennessee,Olive,Fall
24,Male,T-shirt,Clothing,71,Ohio,Cyan,Winter
60,Male,Jeans,Clothing,96,Florida,Beige,Spring
38,Male,Scarf,Accessories,82,Missouri,Blue,Fall
58,Male,Backpack,Accessories,76,South Carolina,Gold,Spring
53,Male,Backpack,Accessories,22,Arizona,Green,Winter
44,Male,Scarf,Accessories,40,Indiana,Green,Winter
51,Male,Hat,Accessories,92,North Dakota,Turquoise,Summer
36,Male,Coat,Outerwear,94,Montana,Yellow,Fall
20,Male,Dress,Clothing,44,Missouri,Yellow,Fall
32,Male,Gloves,Accessories,49,Kentucky,Blue,Spring
66,Male,Sweater,Clothing,26,Georgia,Charcoal,Spring
49,Male,Skirt,Clothing,38,Kentucky,Yellow,Fall
27,Male,Blouse,Clothing,72,Georgia,Purple,Spring
29,Male,Dress,Clothing,99,Alaska,Green,Summer
29,Male,Jacket,Outerwear,38,Maine,Charcoal,Spring
55,Male,Coat,Outerwear,96,New Mexico,Silver,Winter
57,Male,Dress,Clothing,27,New York,Turquoise,Spring
29,Male,Shorts,Clothing,24,Oklahoma,Gray,Winter
31,Male,Jeans,Clothing,82,Wyoming,Red,Summer
25,Male,Hat,Accessories,56,Alabama,Beige,Summer
61,Male,Gloves,Accessories,25,Maryland,Maroon,Fall
53,Male,Sneakers,Footwear,67,West Virginia,Indigo,Spring
22,Male,Shoes,Footwear,21,Kentucky,Red,Summer
28,Male,Hoodie,Clothing,27,Kansas,Maroon,Summer
18,Male,Sneakers,Footwear,97,Idaho,Red,Fall
44,Male,Handbag,Accessories,45,Ohio,Black,Winter
32,Male,Blouse,Clothing,63,Iowa,Black,Fall
34,Male,Belt,Accessories,100,Michigan,Pink,Summer
67,Male,Socks,Clothing,38,South Dakota,Blue,Spring
66,Male,Blouse,Clothing,45,Nebraska,Green,Summer
28,Male,Jewelry,Accessories,91,California,Orange,Fall
70,Male,Shorts,Clothing,82,Nevada,Orange,Fall
37,Male,Boots,Footwear,48,Kansas,Magenta,Winter
28,Male,Coat,Outerwear,30,Ohio,Indigo,Spring
43,Male,T-shirt,Clothing,34,Vermont,Beige,Spring
37,Male,Sweater,Clothing,68,Georgia,Green,Fall
54,Male,Sunglasses,Accessories,95,Maryland,Red,Winter
50,Male,Hat,Accessories,22,Connecticut,Beige,Spring
46,Male,Gloves,Accessories,88,Washington,Green,Fall
60,Male,Socks,Clothing,83,California,Orange,Summer
40,Male,Handbag,Accessories,87,Montana,Cyan,Spring
64,Male,Coat,Outerwear,57,Idaho,Violet,Summer
18,Male,Coat,Outerwear,88,Pennsylvania,Lavender,Summer
37,Male,Pants,Clothing,20,Maine,Turquoise,Winter
36,Male,Belt,Accessories,39,Montana,Pink,Summer
51,Male,Sunglasses,Accessories,71,New Jersey,Beige,Spring
26,Male,Hoodie,Clothing,73,Louisiana,Silver,Winter
68,Male,Handbag,Accessories,63,Maine,Gold,Summer
27,Male,Gloves,Accessories,78,Florida,Silver,Winter
28,Male,Skirt,Clothing,96,Missouri,Green,Fall
49,Male,Sunglasses,Accessories,81,North Dakota,Teal,Winter
70,Male,Dress,Clothing,95,Connecticut,Gold,Fall
30,Male,Gloves,Accessories,68,Virginia,Cyan,Spring
27,Male,Sneakers,Footwear,28,Montana,Gold,Spring
19,Male,T-shirt,Clothing,30,Vermont,Violet,Summer
64,Male,Dress,Clothing,31,Georgia,Black,Summer
42,Male,Handbag,Accessories,95,Virginia,Brown,Winter
69,Male,Socks,Clothing,79,Vermont,Indigo,Winter
28,Male,Sneakers,Footwear,39,Montana,Yellow,Winter
47,Male,Jacket,Outerwear,34,New Jersey,Purple,Summer
69,Male,Hoodie,Clothing,28,Wyoming,White,Spring
56,Male,Sandals,Footwear,38,Maine,Turquoise,Winter
28,Male,Shoes,Footwear,55,New Mexico,Olive,Spring
50,Male,Sandals,Footwear,31,Colorado,Beige,Winter
39,Male,Coat,Outerwear,84,Connecticut,Lavender,Spring
35,Male,Gloves,Accessories,93,Maryland,White,Winter
59,Male,Coat,Outerwear,28,Oregon,Brown,Winter
44,Male,Boots,Footwear,55,New York,Charcoal,Summer
66,Male,Skirt,Clothing,63,Oklahoma,Maroon,Winter
20,Male,Skirt,Clothing,94,Alabama,Red,Winter
45,Male,Pants,Clothing,36,North Dakota,Maroon,Fall
49,Male,Hat,Accessories,97,Nebraska,Teal,Spring
60,Male,Backpack,Accessories,63,Arizona,Orange,Summer
61,Male,Scarf,Accessories,77,Illinois,Olive,Spring
36,Male,Scarf,Accessories,53,South Carolina,Olive,Fall
33,Male,Shirt,Clothing,77,Kansas,Beige,Spring
49,Male,Boots,Footwear,79,Kansas,Green,Summer
31,Male,Coat,Outerwear,37,Idaho,Black,Summer
19,Male,Belt,Accessories,94,California,Green,Winter
39,Male,Boots,Footwear,76,North Dakota,Violet,Fall
66,Male,Sneakers,Footwear,68,Georgia,Silver,Fall
25,Male,Shirt,Clothing,65,Illinois,Maroon,Spring
63,Male,Blouse,Clothing,24,Delaware,Cyan,Summer
56,Male,Jacket,Outerwear,31,Connecticut,Teal,Summer
20,Male,Skirt,Clothing,89,Tennessee,Olive,Fall
58,Male,Socks,Clothing,49,Maryland,Red,Summer
34,Male,Sandals,Footwear,92,Rhode Island,Lavender,Fall
28,Male,T-shirt,Clothing,32,New York,Orange,Winter
22,Male,Jacket,Outerwear,67,New Mexico,Brown,Winter
37,Male,Belt,Accessories,64,California,Gray,Fall
54,Male,Shoes,Footwear,84,Maine,Orange,Spring
65,Male,Blouse,Clothing,34,New York,Orange,Fall
57,Male,Shoes,Footwear,26,Hawaii,Turquoise,Winter
38,Male,Sweater,Clothing,50,New Hampshire,Cyan,Fall
70,Male,Boots,Footwear,46,Nebraska,Yellow,Fall
56,Male,Handbag,Accessories,71,Montana,White,Fall
56,Male,Blouse,Clothing,78,Wisconsin,Blue,Summer
22,Male,Skirt,Clothing,35,Tennessee,Purple,Winter
57,Male,Backpack,Accessories,58,Montana,Gray,Summer
53,Male,Shirt,Clothing,67,Michigan,Cyan,Fall
53,Male,Sweater,Clothing,93,Texas,Pink,Spring
19,Male,Scarf,Accessories,81,Pennsylvania,Gold,Spring
49,Male,Handbag,Accessories,80,New York,Silver,Fall
44,Male,Scarf,Accessories,64,Alabama,Gray,Spring
27,Male,Jeans,Clothing,41,Virginia,Brown,Fall
60,Male,Socks,Clothing,79,Pennsylvania,Pink,Winter
62,Male,Sunglasses,Accessories,60,Mississippi,Maroon,Winter
52,Male,Sneakers,Footwear,91,Wyoming,Peach,Winter
30,Male,Shoes,Footwear,66,New Mexico,Brown,Winter
66,Male,Socks,Clothing,85,North Dakota,Green,Winter
29,Male,Sunglasses,Accessories,38,New Jersey,Lavender,Summer
24,Male,Sweater,Clothing,23,Vermont,Cyan,Winter
51,Male,Shoes,Footwear,71,Alaska,Black,Spring
67,Male,Socks,Clothing,25,Indiana,Charcoal,Winter
50,Male,Boots,Footwear,39,Alabama,Silver,Spring
37,Male,Hoodie,Clothing,20,Michigan,Gray,Spring
69,Male,Gloves,Accessories,73,Washington,Peach,Winter
60,Male,Backpack,Accessories,63,Virginia,Peach,Fall
21,Male,Gloves,Accessories,94,Tennessee,Cyan,Spring
44,Male,Blouse,Clothing,94,South Dakota,Magenta,Fall
26,Male,Scarf,Accessories,71,New Hampshire,Teal,Summer
40,Male,Hat,Accessories,77,South Dakota,Peach,Spring
41,Male,Scarf,Accessories,66,Pennsylvania,Black,Fall
62,Male,Sandals,Footwear,23,Wisconsin,Teal,Summer
39,Male,Sweater,Clothing,60,California,Turquoise,Spring
53,Male,Backpack,Accessories,72,Rhode Island,Gold,Spring
24,Male,Blouse,Clothing,35,Alabama,Green,Winter
41,Male,Scarf,Accessories,31,Oklahoma,Brown,Fall
19,Male,Socks,Clothing,33,Illinois,Blue,Summer
36,Male,Hat,Accessories,95,Tennessee,Gold,Summer
21,Male,Dress,Clothing,68,Alabama,Peach,Fall
25,Male,Coat,Outerwear,87,Kansas,Violet,Spring
65,Male,Shirt,Clothing,64,Arizona,Yellow,Winter
42,Male,Shirt,Clothing,74,Michigan,Black,Winter
40,Male,Jeans,Clothing,62,Missouri,Silver,Spring
58,Male,Socks,Clothing,97,Louisiana,Brown,Winter
40,Male,Sandals,Footwear,47,Connecticut,Peach,Fall
62,Male,Blouse,Clothing,83,Connecticut,Cyan,Winter
38,Male,Shirt,Clothing,82,Oregon,Olive,Spring
37,Male,Sunglasses,Accessories,26,West Virginia,Black,Fall
65,Male,Jacket,Outerwear,81,Florida,Orange,Winter
55,Male,Dress,Clothing,44,New Hampshire,Beige,Spring
43,Male,Sunglasses,Accessories,88,Oregon,Peach,Winter
43,Male,Boots,Footwear,76,Oregon,Pink,Winter
45,Male,Scarf,Accessories,89,Utah,Brown,Winter
64,Male,Shorts,Clothing,22,Missouri,Magenta,Fall
28,Male,Shorts,Clothing,33,West Virginia,Cyan,Winter
69,Male,Jeans,Clothing,97,California,Silver,Fall
54,Male,Scarf,Accessories,57,California,Indigo,Winter
52,Male,Shorts,Clothing,38,Illinois,Beige,Summer
23,Male,Sneakers,Footwear,55,Hawaii,Black,Fall
26,Male,Jewelry,Accessories,37,Washington,Yellow,Spring
48,Male,Shoes,Footwear,43,Wisconsin,Maroon,Summer
49,Male,Hoodie,Clothing,96,Virginia,Cyan,Summer
53,Male,Jacket,Outerwear,51,Oregon,Pink,Winter
69,Male,Shorts,Clothing,95,Pennsylvania,Violet,Fall
26,Male,Socks,Clothing,26,Virginia,Lavender,Summer
21,Male,Coat,Outerwear,34,Hawaii,Lavender,Fall
59,Male,Sandals,Footwear,83,Nebraska,Black,Summer
21,Male,Backpack,Accessories,24,Alaska,Olive,Fall
22,Male,Pants,Clothing,69,Michigan,Indigo,Fall
26,Male,Sweater,Clothing,40,North Carolina,Blue,Fall
41,Male,Jacket,Outerwear,87,North Carolina,Green,Winter
37,Male,Sneakers,Footwear,46,Minnesota,Pink,Spring
30,Male,Jewelry,Accessories,82,Georgia,Peach,Winter
49,Male,Backpack,Accessories,81,West Virginia,Purple,Summer
49,Male,Jewelry,Accessories,57,Delaware,Peach,Winter
58,Male,Shoes,Footwear,49,North Dakota,Olive,Summer
70,Male,Jacket,Outerwear,42,Florida,Olive,Fall
27,Male,Jacket,Outerwear,26,Oregon,Purple,Spring
65,Male,T-shirt,Clothing,38,Idaho,Violet,Spring
57,Male,Sneakers,Footwear,57,Virginia,Maroon,Summer
20,Male,Jacket,Outerwear,100,North Dakota,White,Summer
34,Male,Hoodie,Clothing,73,Alabama,Olive,Fall
59,Male,Jacket,Outerwear,66,Hawaii,Peach,Winter
54,Male,T-shirt,Clothing,73,Oregon,Blue,Spring
36,Male,Gloves,Accessories,45,Utah,Brown,Spring
21,Male,Sneakers,Footwear,27,Hawaii,Black,Fall
52,Male,T-shirt,Clothing,24,Connecticut,Yellow,Fall
43,Male,Sneakers,Footwear,59,Wyoming,Magenta,Winter
32,Male,Jeans,Clothing,20,Delaware,Cyan,Winter
55,Male,Handbag,Accessories,44,Arkansas,Maroon,Summer
31,Male,Socks,Clothing,90,Indiana,Red,Spring
45,Male,Jewelry,Accessories,36,California,Black,Fall
53,Male,Blouse,Clothing,95,Wyoming,Violet,Winter
24,Male,Backpack,Accessories,30,South Dakota,Green,Spring
47,Male,Scarf,Accessories,65,West Virginia,Gold,Fall
63,Male,Scarf,Accessories,96,Tennessee,Brown,Summer
38,Male,Shirt,Clothing,65,Alaska,Peach,Spring
59,Male,Pants,Clothing,47,South Dakota,Peach,Fall
54,Male,Hat,Accessories,25,Tennessee,Violet,Fall
26,Male,Coat,Outerwear,56,Alabama,Violet,Fall
68,Male,T-shirt,Clothing,76,North Carolina,Magenta,Fall
41,Male,Socks,Clothing,60,Oklahoma,Purple,Fall
68,Male,Shirt,Clothing,67,New York,Purple,Winter
21,Male,Sweater,Clothing,95,Iowa,Cyan,Spring
32,Male,Gloves,Accessories,72,Alaska,Magenta,Winter
20,Male,Belt,Accessories,98,Alaska,Lavender,Spring
59,Male,Jeans,Clothing,83,Nebraska,Green,Winter
53,Male,Handbag,Accessories,37,Delaware,Maroon,Fall
66,Male,T-shirt,Clothing,85,Texas,Turquoise,Fall
47,Male,Socks,Clothing,36,Missouri,Violet,Fall
58,Male,Jeans,Clothing,36,Maine,Lavender,Winter
28,Male,Scarf,Accessories,86,Pennsylvania,Red,Summer
68,Male,Pants,Clothing,99,Missouri,Orange,Spring
60,Male,Blouse,Clothing,21,Mississippi,Indigo,Summer
47,Male,Jacket,Outerwear,84,Hawaii,Teal,Winter
18,Male,Sandals,Footwear,63,Texas,Brown,Spring
32,Male,Shorts,Clothing,84,South Dakota,Pink,Summer
27,Male,Shorts,Clothing,72,New Jersey,Lavender,Spring
65,Male,Skirt,Clothing,21,Connecticut,Cyan,Winter
68,Male,Sandals,Footwear,92,Maryland,Yellow,Fall
55,Male,Blouse,Clothing,72,Arizona,Pink,Fall
30,Male,Sandals,Footwear,83,Oklahoma,Gray,Spring
24,Male,Shirt,Clothing,73,Utah,Peach,Summer
57,Male,Socks,Clothing,98,Arkansas,Red,Winter
23,Male,T-shirt,Clothing,76,North Carolina,Olive,Fall
69,Male,Dress,Clothing,43,California,Lavender,Summer
60,Male,Hat,Accessories,60,Colorado,Turquoise,Summer
25,Male,Gloves,Accessories,40,California,Turquoise,Spring
18,Male,Socks,Clothing,93,Vermont,Maroon,Winter
37,Male,Dress,Clothing,98,Kansas,Olive,Fall
61,Male,Socks,Clothing,91,Ohio,Maroon,Summer
41,Male,Belt,Accessories,92,New Jersey,Cyan,Fall
69,Male,Handbag,Accessories,87,Arizona,Peach,Winter
32,Male,Skirt,Clothing,96,Arizona,Teal,Fall
